roy:~/Desktop stfi$ ./Pd-0.39.2-extended-2006-12-06.app/Contents/MacOS/Pd-0.39.2-extended-2006-12-06        
input channels = 2, output channels = 2
Pd version 0.39-2extended-2006-12-06
compiled 20:04:53 Dec  6 2006
input channels = 2, output channels = 2
input device 0, channels 2
output device 0, channels 2
framesperbuf 64, nbufs 34
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/markex.pd_darwin and failed
tried /Users/stfi/Desktop/markex/markex.pd_darwin and failed
tried /System/Library/Fonts/markex/markex.pd_darwin and failed
tried /Library/Fonts/markex/markex.pd_darwin and failed
tried ~/Library/Fonts/markex/markex.pd_darwin and failed
tried /usr/X11R6/lib/X11/fonts/TTF/markex/markex.pd_darwin and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/markex/markex.pd_darwin and failed
tried /sw/lib/X11/fonts/msttf/markex/markex.pd_darwin and failed
tried /sw/lib/X11/fonts/intl/TrueType/markex/markex.pd_darwin and failed
tried /sw/lib/X11/fonts/applettf/markex/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/markex/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/markex/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/markex/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/markex/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/markex/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/markex/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/markex/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/markex/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/markex/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/markex/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/markex/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/markex/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/markex/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/markex/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs/markex/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping/markex/markex.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/markex/markex.pd_darwin and failed
tried /Users/stfi/Desktop/markex/markex-meta.pd and failed
tried /System/Library/Fonts/markex/markex-meta.pd and failed
tried /Library/Fonts/markex/markex-meta.pd and failed
tried ~/Library/Fonts/markex/markex-meta.pd and failed
tried /usr/X11R6/lib/X11/fonts/TTF/markex/markex-meta.pd and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/markex/markex-meta.pd and failed
tried /sw/lib/X11/fonts/msttf/markex/markex-meta.pd and failed
tried /sw/lib/X11/fonts/intl/TrueType/markex/markex-meta.pd and failed
tried /sw/lib/X11/fonts/applettf/markex/markex-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/markex/markex-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/markex/markex-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/markex/markex-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/markex/markex-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/markex/markex-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/markex/markex-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/markex/markex-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/markex/markex-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/markex/markex-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/markex/markex-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/markex/markex-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/markex/markex-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/markex/markex-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/markex/markex-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs/markex/markex-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping/markex/markex-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/markex/markex-meta.pd and succeeded
Added to search path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/markex
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/markex
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../doc/5.reference/markex
Loaded libdir markex from /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/markex
tried /Users/stfi/Desktop/maxlib.pd_darwin and failed
tried /System/Library/Fonts/maxlib.pd_darwin and failed
tried /Library/Fonts/maxlib.pd_darwin and failed
tried ~/Library/Fonts/maxlib.pd_darwin and failed
tried /usr/X11R6/lib/X11/fonts/TTF/maxlib.pd_darwin and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/maxlib.pd_darwin and failed
tried /sw/lib/X11/fonts/msttf/maxlib.pd_darwin and failed
tried /sw/lib/X11/fonts/intl/TrueType/maxlib.pd_darwin and failed
tried /sw/lib/X11/fonts/applettf/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/markex/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/maxlib/maxlib.pd_darwin and failed
tried /System/Library/Fonts/maxlib/maxlib.pd_darwin and failed
tried /Library/Fonts/maxlib/maxlib.pd_darwin and failed
tried ~/Library/Fonts/maxlib/maxlib.pd_darwin and failed
tried /usr/X11R6/lib/X11/fonts/TTF/maxlib/maxlib.pd_darwin and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/maxlib/maxlib.pd_darwin and failed
tried /sw/lib/X11/fonts/msttf/maxlib/maxlib.pd_darwin and failed
tried /sw/lib/X11/fonts/intl/TrueType/maxlib/maxlib.pd_darwin and failed
tried /sw/lib/X11/fonts/applettf/maxlib/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/maxlib/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/maxlib/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/maxlib/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/maxlib/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/maxlib/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/maxlib/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/maxlib/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/maxlib/maxlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/maxlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/maxlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/maxlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/maxlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/maxlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/maxlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs/maxlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping/maxlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/markex/maxlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/maxlib/maxlib.pd_darwin and failed
tried /Users/stfi/Desktop/maxlib/maxlib-meta.pd and failed
tried /System/Library/Fonts/maxlib/maxlib-meta.pd and failed
tried /Library/Fonts/maxlib/maxlib-meta.pd and failed
tried ~/Library/Fonts/maxlib/maxlib-meta.pd and failed
tried /usr/X11R6/lib/X11/fonts/TTF/maxlib/maxlib-meta.pd and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/maxlib/maxlib-meta.pd and failed
tried /sw/lib/X11/fonts/msttf/maxlib/maxlib-meta.pd and failed
tried /sw/lib/X11/fonts/intl/TrueType/maxlib/maxlib-meta.pd and failed
tried /sw/lib/X11/fonts/applettf/maxlib/maxlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/maxlib/maxlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/maxlib/maxlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/maxlib/maxlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/maxlib/maxlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/maxlib/maxlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/maxlib/maxlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/maxlib/maxlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/maxlib/maxlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/maxlib/maxlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/maxlib/maxlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/maxlib/maxlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/maxlib/maxlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/maxlib/maxlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/maxlib/maxlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs/maxlib/maxlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping/maxlib/maxlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/markex/maxlib/maxlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/maxlib/maxlib-meta.pd and succeeded
Added to search path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/maxlib
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/maxlib
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../doc/5.reference/maxlib
Loaded libdir maxlib from /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/maxlib
audio I/O stuck... closing audio
